ID,Tên,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải,Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gặp ghế sau (lít),Công suất tốt đa,Tốc độ tối đa,0-100,Tầm hoạt động,Dung lượng pin,Chi phí sạc đầy,Chi phí hàng tháng,Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Sạc treo tường
100000466,VinFast VF3 2024 lướt ,"🚘🚘🚘 XE MỚI VỀ – VINFAST VF3 XÁM 2024--✨ Odo 9.000 km – Xe lướt cực chất-✨ Thuê pin VinFast – Miễn phí sạc đến 07/2027--📌 Thông tin xe:--Model: VF3--Màu: Xám hiện đại, cá tính--Odo: 9.000 km chuẩn--Pin: Thuê pin chính hãng--Tình trạng: Zin nguyên bản, không đâm đụng, không ngập nước, bao test hãng.--💎 Trang bị phụ kiện giá trị:-✔️ Dán phim cách nhiệt 3M xịn (8 triệu)-✔️ Camera lùi chính hãng-✔️ Ghế da Napa full 4 ghế cao cấp-✔️ Thảm sàn 6D (2 triệu)-✔️ Ốp lazang thể thao-✔️ Gia cố càng A + độ chống ồn full xe-✔️ Đăng kiểm 3 năm-👉 Và nhiều đồ chơi khác, chỉ việc lên xe trải nghiệm ngay!--📄 Xe biển trắng – hồ sơ cầm tay, sang tên nhanh gọn.--💰 Giá 249tr",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000467,"VINFAST VF8 ECO 2024 – SIÊU MỚI, SIÊU LƯỚT","🚘 VINFAST VF8 ECO 2024 – SIÊU MỚI, SIÊU LƯỚT – ODO 5.999 KM--📌 Thông tin nổi bật:--Phiên bản: VF8 Eco sản xuất 2024--Odo: 5.999 km chuẩn – xe siêu lướt, siêu mới--Sơn zin cả xe, không lỗi nhỏ, không mất một nốt--Full ADAS, full 2 cầu – duy nhất, cực hiếm trên thị trường--🔋 Pin CATL – Mua đứt chính chủ-✨ Miễn phí sạc đến 07/2027-👉 Gần như chi phí sử dụng = 0đ--📄 Cam kết minh bạch:--Xe biển trắng cá nhân--Không taxi, không dịch vụ, không GF--Hồ sơ cầm tay – sang tên chỉ trong 24h--💎 Cơ hội hiếm – xe ngon, giá đẹp cho khách thiện chí",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000461,VinFast VF6 Plus 2024 cũ ,"🔥 VinFast VF6 Plus 2024 – bản cao cấp, mua pin 🔥-📌 Thông số chính:-Mẫu xe: VF6 Plus 2024-Pin: Mua pin chính chủ-Odo: 3v5 (35.000 km)-Tình trạng: Xe chạy giữ gìn, nội ngoại thất nguyên bản, gầm bệ chắc chắn – không lỗi nhỏ.-🚙 Điểm nổi bật bản Plus:-Nội thất da cao cấp, màn hình trung tâm 12.9 inch hiện đại.-Hệ thống ADAS thông minh, nhiều tính năng an toàn.-Cảm giác lái mượt, chi phí vận hành tiết kiệm.-💰 Giá : 65x tr-👉 Xe đã có biển trắng – hồ sơ cầm tay, hỗ trợ sang tên nhanh gọn.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,4238,2730,1820,170,5,1550,1977,350,1275,201.0 hp,175 km/h,8.5 giây,381.0 km,59.6 kWh,104000 VNĐ,400000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 9 giờ,"Sạc đầy khoảng 70% trong 24,19 phút"
100000463,VinFast VF6 Plus 2024 lướt ,"🌟 VINFAST VF6 PLUS NÂNG CAO 2024 – MUA ĐỨT PIN 🌟-✨ Miễn phí sạc đến 2027 – quá lời cho khách mua xe điện!-📌 Thông tin xe:-Dòng xe: VF6 Plus Nâng Cao 2024-Pin: Mua đứt chính chủ-Odo: 2v (20.000 km) – full lịch sử hãng-Tình trạng: Không tai nạn – không đâm đụng – không ngập nước-👉 Máy móc, keo chỉ zin nguyên bản, cam kết bao check test hãng-💎 Trang bị phụ kiện hơn 70 triệu đồng:-✔️ Ốp pin BF cao cấp-✔️ Bi gầm siêu sáng (đk tắt/mở bằng remote)-✔️ Đèn định vị cua vè phong cách bản Mỹ-✔️ Cốp điện tiện lợi-✔️ Dán phim 3M tại hãng chính hãng-✔️ Thảm sàn Huvi + thảm rối tại hãng-✔️ Ngắt cọc âm bằng remote chống cạn pin-✔️ Bộ loa JBL + treble JBL xịn sò-✔️ Tấm ngăn cốp sau Huvi + tấm trải cốp Huvi-✔️ Camera hành trình trước/sau-👉 Và nhiều phụ kiện nhỏ lẻ khác, đủ để khách vào chỉ việc lên xe trải nghiệm!-💰 Giá 679tr",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4238,2730,1820,170,5,1550,1977,350,1275,201.0 hp,175 km/h,8.5 giây,381.0 km,59.6 kWh,104000 VNĐ,400000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 9 giờ,"Sạc đầy khoảng 70% trong 24,19 phút"
100000473,VinFast VF3 2024 lướt ,"Vừa về thêm một cực phẩm màu không đụng hàng, đảm bảo làm anh em phải say từ cái nhìn đầu tiên 💥-🚘 VF3 màu Xanh rêu thuê pin vin 2024, ODO 3000 Km , miễn phí sạc đến 07/2027-✨ Xe đã trang bị  Phụ kiện: -- Ghế da napa 4 ghế mềm + thảm trải sàn +  bọc vô lăng+ ốp lazang + Cam lùi chính hãng 4T + film cách nhiệt xịn 8t + đăng kiểm 2 năm , gia cố càng A , độ chống ồn ,... v.v và nhiều đồ chơi khác-💰 Giá thương lượng tốt cho khách thiện chí!-📞 Liên hệ ngay để xem xe trực tiếp",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000470,VinFast VF7 Plus 2025 lướt ,"🚘 VF7 Plus 2025 – mua đứt pin-✨ Odo: 4.000 km – xe lướt như mới-💰 Giá thu chỉ: 82x Triệu-📌 Xe đẹp zin nguyên bản, không lỗi, bao test hãng.-📄 Biển trắng, hồ sơ cầm tay – sang tên ngay trong ngày.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4545,2840,1890,190,5,,,,,349.0 hp,175 km/h,9.5 giây,431.0 km,75.3 kWh,132000 VNĐ,465000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 7 giờ,Sạc đầy khoảng 70% trong 28 phút
100000465,VinFast VF3 2024 cũ ,"🚘 VINFAST VF3 – LƯỚT HƠN 1V KM ZIN--✨ Xe đẹp – nguyên bản – đã lên full phụ kiện giá trị--📌 Thông tin xe:--Model: VF3--Odo: Hơn 1v km chuẩn--Tình trạng: Zin 100%, không tai nạn, không đâm đụng, không ngập nước – bao test hãng.--💎 Trang bị phụ kiện cao cấp:-✔️ Lên ghế da Napa 4 ghế mềm mại, sang trọng-✔️ Dán phim cách nhiệt 3M chính hãng (7 triệu)-✔️ Thảm sàn 6D 2T chính hãng-✔️ Bọc vô lăng cao cấp-✔️ Camera lùi kết hợp cam hành trình 5,5 triệu-✔️ Ốp lazang thể thao-✔️ Gia cố càng A + độ chống ồn toàn xe-👉 Và nhiều đồ chơi nhỏ lẻ khác – chỉ việc lên xe trải nghiệm--📄 Xe biển trắng, hồ sơ cầm tay, sang tên nhanh chóng.--💰 Giá 288tr--Anh có muốn em soạn thêm một bản ngắn gọn 3–4 dòng kiểu “tin rao chốt nhanh” để đăng trong group bán xe cho hút inbox không?",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000460,VinFast VF3 2024 lướt ,"🚘 VINFAST VF3 TRẮNG – LƯỚT HƠN 3.000 KM ZIN--✨ Thuê pin – Miễn phí sạc đến 07/2027--📌 Thông tin xe:--Dòng xe: VF3--Màu: Trắng--Odo: Hơn 3.000 km chuẩn--Pin: Thuê pin chính hãng--Tình trạng: Xe zin nguyên bản 100%, không đâm đụng, không ngập nước, bao test hãng.--💎 Trang bị phụ kiện giá trị:-✔️ Ghế da Napa mềm mại, 4 ghế full option-✔️ Dán phim cách nhiệt 3M xịn (7 triệu)-✔️ Thảm sàn 6D 2T chính hãng-✔️ Bọc vô lăng cao cấp-✔️ Camera lùi chính hãng-✔️ Ốp lazang thể thao-✔️ Gia cố càng A, độ chống ồn, nhiều đồ chơi khác…--👉 Chỉ việc lên xe và tận hưởng – không cần độ thêm gì nữa!--💰 Giá 248tr--📞 Liên hệ ngay để xem xe thực tế &amp; deal giá đẹp",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000471,VinFast VF3 2025 mới,"🌸 VF3 HỒNG TÍM – PHONG CÁCH DÀNH RIÊNG CHO QUÝ CÔ 🌸--✨ Xe mới 100% – bản mua pin chính chủ-✨ Màu Hồng Tím độc lạ – nổi bật, cá tính, chuẩn phong cách tiểu thư hiện đại-✨ Đã gia cố càng A + vài phụ kiện nhỏ xinh",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000469,VinFast VF9 Plus 2023 lướt ,"🚘 VINFAST VF9 PLUS 2023 – BẢN MUA PIN SDI--✨ Odo: 8.000 km chuẩn – xe siêu lướt, như mới-✨ Đã lên: sàn cao cấp + rèm cửa sổ trời + dán kính xịn--📌 Thông tin xe:--Dòng xe: VF9 bản Plus sản xuất 2023--Pin: Mua pin SDI chính chủ--Odo: 8.000 km--Tình trạng: Xe zin nguyên bản, không đâm đụng, không ngập nước, bao check test hãng",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000472,MERCEDES,"Mẫu xe thuần điện #EQB250 đi được hơn 500km/sạc (𝐭𝐡𝐚́𝐧𝐠 𝐬𝐚̣𝐜 𝟐-𝟑 𝐥𝐚̂̀𝐧) ưu điểm thời gian bảo dưỡng lâu, chi phí bảo dưỡng thấp, xe nhập khẩu nguyên chiếc 7 chỗ.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Nội thất bảy chỗ,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Giám sát và cảnh báo xâm nhập trái phép - Hệ thống camera sau - Hệ thống kiểm soát chất lượng không khí và ion hoá không khí - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nhận biết biển báo giao thông - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4684,2829,1829,,7,2110,2520,130,1710,190.0 hp,160 km/h,8.9 giây,422.0 km,66.5 kWh,116000 VNĐ,412000 VNĐ,Sạc đầy khoảng 11 giờ,Sạc đầy khoảng 6.5 giờ,Sạc đầy khoảng 80% trong 32 phút
100000464,VinFast VF8 Eco 2024 cũ ,"🔥 Cần tìm chủ mới cho VinFast VF8 Eco 2024-Odo 2,7 vạn km-Pin CATL mua đứt-Biển trắng, hồ sơ cầm tay-Xe nguyên bản, chỉ thay kính lái do đá bắn",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000468,VinFast VF3 2024 lướt ,"✨ Thuê pin VinFast – Miễn phí sạc đến 07/2027-✨ Full phụ kiện hơn 40 triệu – xe chỉ việc chạy!--📌 Thông tin xe:--Model: VF3 Xám thời thượng--Odo: 6.000 km chuẩn--Pin: Thuê pin chính hãng--Tình trạng: Xe zin nguyên bản 100%, không đâm đụng, không ngập nước, bao test hãng.--💎 Trang bị phụ kiện hơn 40 triệu đồng:-✔️ Dán phim cách nhiệt 3M xịn (8 triệu)-✔️ Ghế da Napa cao cấp, full 4 ghế mềm mại-✔️ Thảm sàn 6D (2 triệu)-✔️ Bọc vô lăng cao cấp-✔️ Ốp lazang thể thao-✔️ Gia cố càng A + full chống ồn toàn xe-✔️ Đăng kiểm 2 năm-👉 Và nhiều đồ chơi khác – khách mua về chỉ việc lên xe tận hưởng--📄 Xe biển trắng, hồ sơ cầm tay – sang tên nhanh gọn.",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000477,VinFast VF5 2025 mới,"VF5 đủ màu tặng 2 năm BHTV, sẵn xe giao ngay",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
